id,type,latitude,longitude,name,amenity,healthcare,highway,bridge,building
37610610,way,30.5572045,79.5574685,,,,unclassified,,
37610612,way,30.5404626,79.5316695,,,,trunk,,
37612844,way,30.5322274,79.5684847,Joshimath - Auli road,,,primary,,
44817250,way,30.6296897,79.5505018,,,,trunk,,
44817255,way,30.7845281,79.4910876,,,,trunk,,
223893506,way,30.8232637,79.4808915,,,,trunk,,
227069672,way,30.7413372,79.4928601,,,,service,,
227069673,way,30.7454373,79.493414,,,,service,,
227069674,way,30.7410281,79.4918026,,,,service,,
227069675,way,30.7452147,79.4953934,,,,service,,
227069676,way,30.7448933,79.4921078,,,,service,,
227069677,way,30.7452889,79.4918875,,,,service,yes,
227069678,way,30.7444383,79.4917166,,,,service,yes,
227069679,way,30.7477799,79.4931298,Matamurti - Satopanth Road,,,service,,
227069680,way,30.7448982,79.4915445,,,,service,,
227069882,way,30.7436365,79.4934188,,,,unclassified,,
227069884,way,30.7465641,79.4959177,,,,service,,
227069888,way,30.74542,79.4936962,,,,service,,
227069890,way,30.7455397,79.4952453,,,,service,,
227069893,way,30.7434838,79.493775,,,,unclassified,,
227070522,way,30.7444088,79.493027,,,,service,,
227070734,way,30.7409568,79.4927125,,,,track,yes,
227070957,way,30.7345945,79.4958362,,,,trunk,,
227070959,way,30.7125527,79.4997326,,,,trunk,,
227073688,way,30.7406772,79.4940239,,,,residential,,
227073698,way,30.7400679,79.4954599,,,,service,,
227073699,way,30.741385,79.4936792,,,,residential,,
227073720,way,30.7369049,79.4951583,,,,footway,,
227073765,way,30.7381062,79.4958757,,,,footway,,
227073939,way,30.7444586,79.4958481,,,,service,,
227073940,way,30.7442001,79.4944029,,,,service,,
227074005,way,30.7434716,79.4926457,,,,service,,
227074006,way,30.7346122,79.4934402,,,,service,,
227074018,way,30.7346405,79.4939818,,,,service,,
227074031,way,30.7337716,79.4968105,,,,service,,
227074245,way,30.7433879,79.4931493,,,,residential,,
227074246,way,30.7445639,79.4924119,,,,residential,,
227122056,way,30.7596631,79.4960253,Matamurti - Satopanth Road,,,unclassified,,
227122057,way,30.7666263,79.4981961,,,,unclassified,,
227140518,way,30.7604322,79.4936605,,,,path,,
227140519,way,30.7605138,79.493526,,,,path,,
227142121,way,30.7694972,79.4948292,,,,footway,,
227142123,way,30.7694651,79.4928438,,,,footway,,
227142124,way,30.7657708,79.4959896,,,,unclassified,,
227142460,way,30.7682225,79.4958901,,,,path,,
227142461,way,30.7686595,79.4949057,,,,path,,
227142462,way,30.767845,79.4964229,,,,path,,
227145064,way,30.7734219,79.4942142,,,,footway,,
227145065,way,30.7649987,79.4977368,,,,unclassified,,
227145066,way,30.7706297,79.4959159,,,,path,,
227145067,way,30.7721729,79.4949467,Saraswati River BhimPul Road,,,path,,
227145068,way,30.7726191,79.4952098,Ganesh Gufa Vyas Gufa Road,,,path,,
227145069,way,30.7715038,79.4954776,,,,path,,
227148459,way,30.7733953,79.4918272,Kuldevi Temple Road,,,path,,
227148460,way,30.7724201,79.4935908,,,,path,,
227148461,way,30.7771191,79.4807957,,,,path,,
227148462,way,30.7744868,79.4929091,,,,path,,
227203604,way,30.7456128,79.4905071,,,,track,,
227203611,way,30.7439847,79.4905514,,,,track,,
227203613,way,30.7449442,79.4902081,,,,track,,
227203614,way,30.7443241,79.4908305,,,,track,,
227203615,way,30.7435124,79.4901294,,,,service,,
227203618,way,30.7444603,79.4903823,,,,track,,
227203622,way,30.747389,79.4923668,,,,track,,
227203627,way,30.7437561,79.4907647,,,,track,,
227267538,way,30.7572147,79.4947744,,,,path,,
227267539,way,30.7578565,79.4945101,,,,path,,
227267540,way,30.7553848,79.4949201,,,,path,,
227342463,way,30.7543135,79.4991001,,,,footway,,
227343454,way,30.7688062,79.4976909,,,,trunk,,
227343455,way,30.7525806,79.4986176,,,,trunk,yes,
227343674,way,30.7509483,79.492686,,,,footway,,
227343676,way,30.7538211,79.4989724,,,,footway,,
227343981,way,30.7477776,79.497553,,,,footway,,
227343982,way,30.7471084,79.4972935,,,,footway,,
227343983,way,30.7507663,79.4980327,,,,footway,,
227343984,way,30.7501734,79.4978104,,,,footway,,
227345444,way,30.7423805,79.4943225,,,,service,,
227443250,way,30.7405205,79.49334,,,,footway,,
227443251,way,30.7417746,79.4909356,,,,footway,,
227443252,way,30.741476,79.4910091,,,,footway,,
227443253,way,30.7418293,79.4903741,,,,footway,,
227466381,way,30.5320657,79.7438932,,,,tertiary,yes,
227466382,way,30.5300734,79.7412623,,,,tertiary,yes,
227466389,way,30.5183905,79.5974533,Joshimath-Malari Road,,,tertiary,,
227470906,way,30.5068845,79.7172172,,,,tertiary,,
227470907,way,30.5309709,79.7426641,,,,tertiary,,
227470908,way,30.5483071,79.754317,,,,tertiary,,
227672417,way,30.7018064,79.5081288,,,,trunk,,
227672420,way,30.6949981,79.5136283,,,,trunk,yes,
227701556,way,30.7420268,79.4886803,,,,footway,,
227701560,way,30.7424303,79.4872279,,,,footway,,
227834930,way,30.7365348,79.4964862,,,,path,,
227834931,way,30.745942,79.4912974,,,,track,,
227834932,way,30.7361972,79.4954331,,,,path,,
227834933,way,30.7363153,79.497788,,,,path,,
227834934,way,30.7456567,79.5073233,,,,path,,
227834935,way,30.7350103,79.4912959,,,,path,,
227834936,way,30.7388075,79.497396,,,,path,,
227834937,way,30.7398674,79.4994903,,,,path,,
227834938,way,30.7369117,79.4958358,,,,path,,
227834939,way,30.7399074,79.4911786,,,,track,,
227834940,way,30.7338559,79.4949592,,,,path,,
227834941,way,30.7482165,79.5081788,,,,path,,
227834943,way,30.7371072,79.4962029,,,,path,,
227834944,way,30.7399592,79.4907291,,,,track,,
227953641,way,30.6799516,79.512908,,,,trunk,,
227953654,way,30.664909,79.5173721,,,,trunk,yes,
227953724,way,30.6680276,79.5154005,,,,service,,
227953726,way,30.6958622,79.5141706,,,,path,,
227953729,way,30.6893254,79.5122736,,,,path,,
227953732,way,30.6934302,79.5142519,,,,path,,
227958593,way,30.7506502,79.4931483,,,,path,,
227958594,way,30.7505841,79.4929305,,,,path,,
227958595,way,30.7496831,79.492723,,,,path,,
227960834,way,30.7399827,79.4923587,,,,path,,
227960835,way,30.741319,79.4913393,,,,service,yes,
227960836,way,30.7394145,79.4926284,,,,path,yes,
227960837,way,30.7422022,79.4911426,,,,service,,
227960838,way,30.7405193,79.4915264,,,,service,,
227960839,way,30.7407051,79.492342,,,,service,,
227960840,way,30.7396478,79.4933619,,,,path,,
227984995,way,30.7698975,79.4949217,,,,path,,
227984996,way,30.770562,79.4942525,,,,path,yes,
227990580,way,30.7430783,79.4909616,,,,service,yes,
227990581,way,30.7433139,79.4904282,,,,service,yes,
227990582,way,30.7443042,79.4913045,,,,service,,
227990583,way,30.7426765,79.4904209,,,,path,,
227990584,way,30.743208,79.4907062,,,,service,,
227992320,way,30.7470254,79.4889771,,,,path,,
227992321,way,30.7473617,79.489542,,,,path,,
229586719,way,30.6250663,79.5578009,Govindghat-Pulna,,,tertiary,yes,
232281192,way,30.6164773,79.5638823,,,,trunk,,
238241186,way,30.4979557,79.4861652,,,,trunk,,
238241202,way,30.5304333,79.5183104,,,,trunk,,
257411270,way,30.5414508,79.5590859,Joshimath - Auli road,,,primary,,
306348386,way,30.7052322,79.6028619,,,,footway,,
306348391,way,30.711594,79.5579445,,,,path,,
306348394,way,30.7156617,79.5630608,,,,path,,
306348395,way,30.7049085,79.5951233,,,,path,,
306348397,way,30.7130095,79.5597415,,,,path,,
306348400,way,30.7059013,79.5953096,,,,path,,
306348403,way,30.7047027,79.5971318,,,,footway,,
306348404,way,30.7311608,79.614865,,,,path,,
306348405,way,30.7056926,79.5992049,,,,footway,,
306348406,way,30.7143941,79.5609391,,,,path,,
306348407,way,30.7257789,79.5977875,,,,path,,
306348408,way,30.7243396,79.5916372,,,,path,,
306349660,way,30.7034253,79.6077646,,,,footway,,
306349662,way,30.6993387,79.6134718,,,,footway,,
311214299,way,30.558529,79.5650445,,,,trunk,,
